,연월,시도,고용률,연도,월
535,2015.08,인천광역시,61.3,2015,08
536,2015.09,인천광역시,61.8,2015,09
537,2015.10,인천광역시,61.7,2015,10
538,2015.11,인천광역시,62.1,2015,11
539,2015.12,인천광역시,61.3,2015,12
540,2016.01,인천광역시,61.1,2016,01
541,2016.02,인천광역시,60.6,2016,02
542,2016.03,인천광역시,61.3,2016,03
543,2016.04,인천광역시,62.0,2016,04
544,2016.05,인천광역시,62.6,2016,05
545,2016.06,인천광역시,62.1,2016,06
546,2016.07,인천광역시,62.9,2016,07
547,2016.08,인천광역시,62.3,2016,08
548,2016.09,인천광역시,61.8,2016,09
549,2016.10,인천광역시,61.9,2016,10
550,2016.11,인천광역시,61.7,2016,11
551,2016.12,인천광역시,61.1,2016,12
552,2017.01,인천광역시,60.2,2017,01
553,2017.02,인천광역시,60.7,2017,02
554,2017.03,인천광역시,61.3,2017,03
555,2017.04,인천광역시,61.4,2017,04
556,2017.05,인천광역시,62.4,2017,05
557,2017.06,인천광역시,62.3,2017,06
558,2017.07,인천광역시,62.2,2017,07
559,2017.08,인천광역시,61.2,2017,08
560,2017.09,인천광역시,61.9,2017,09
561,2017.10,인천광역시,62.6,2017,10
562,2017.11,인천광역시,62.1,2017,11
563,2017.12,인천광역시,61.7,2017,12
564,2018.01,인천광역시,61.6,2018,01
565,2018.02,인천광역시,61.9,2018,02
566,2018.03,인천광역시,62.8,2018,03
567,2018.04,인천광역시,62.5,2018,04
568,2018.05,인천광역시,63.5,2018,05
569,2018.06,인천광역시,63.8,2018,06
570,2018.07,인천광역시,63.6,2018,07
571,2018.08,인천광역시,62.7,2018,08
572,2018.09,인천광역시,62.9,2018,09
573,2018.10,인천광역시,63.0,2018,10
574,2018.11,인천광역시,63.3,2018,11
575,2018.12,인천광역시,63.1,2018,12
576,2019.01,인천광역시,61.5,2019,01
577,2019.02,인천광역시,61.7,2019,02
578,2019.03,인천광역시,62.3,2019,03
579,2019.04,인천광역시,62.7,2019,04
580,2019.05,인천광역시,63.1,2019,05
581,2019.06,인천광역시,63.2,2019,06
582,2019.07,인천광역시,62.5,2019,07
583,2019.08,인천광역시,62.5,2019,08
584,2019.09,인천광역시,62.9,2019,09
585,2019.10,인천광역시,62.5,2019,10
586,2019.11,인천광역시,62.8,2019,11
587,2019.12,인천광역시,62.4,2019,12
588,2020.01,인천광역시,61.1,2020,01
589,2020.02,인천광역시,61.6,2020,02
590,2020.03,인천광역시,60.6,2020,03
591,2020.04,인천광역시,60.8,2020,04
592,2020.05,인천광역시,61.8,2020,05
593,2020.06,인천광역시,61.6,2020,06
594,2020.07,인천광역시,61.8,2020,07
595,2020.08,인천광역시,61.9,2020,08
596,2020.09,인천광역시,61.3,2020,09
597,2020.10,인천광역시,61.3,2020,10
598,2020.11,인천광역시,61.8,2020,11
599,2020.12,인천광역시,60.1,2020,12
600,2021.01,인천광역시,59.0,2021,01
601,2021.02,인천광역시,60.4,2021,02
602,2021.03,인천광역시,60.8,2021,03
603,2021.04,인천광역시,61.3,2021,04
604,2021.05,인천광역시,62.2,2021,05
605,2021.06,인천광역시,62.0,2021,06
606,2021.07,인천광역시,61.5,2021,07
607,2021.08,인천광역시,61.9,2021,08
608,2021.09,인천광역시,62.1,2021,09
609,2021.10,인천광역시,61.9,2021,10
610,2021.11,인천광역시,62.4,2021,11
611,2021.12,인천광역시,60.4,2021,12
612,2022.01,인천광역시,59.8,2022,01
613,2022.02,인천광역시,61.6,2022,02
614,2022.03,인천광역시,61.7,2022,03
615,2022.04,인천광역시,62.0,2022,04
616,2022.05,인천광역시,63.0,2022,05
617,2022.06,인천광역시,63.4,2022,06
618,2022.07,인천광역시,63.6,2022,07
619,2022.08,인천광역시,63.3,2022,08
620,2022.09,인천광역시,63.6,2022,09
621,2022.10,인천광역시,63.6,2022,10
622,2022.11,인천광역시,63.9,2022,11
623,2022.12,인천광역시,62.5,2022,12
624,2010.01,광주광역시,55.7,2010,01
625,2010.02,광주광역시,56.0,2010,02
626,2010.03,광주광역시,57.3,2010,03
627,2010.04,광주광역시,57.4,2010,04
628,2010.05,광주광역시,58.4,2010,05
629,2010.06,광주광역시,58.1,2010,06
630,2010.07,광주광역시,57.7,2010,07
631,2010.08,광주광역시,56.7,2010,08
632,2010.09,광주광역시,57.1,2010,09
633,2010.10,광주광역시,56.4,2010,10
634,2010.11,광주광역시,56.1,2010,11
635,2010.12,광주광역시,56.2,2010,12
636,2011.01,광주광역시,55.0,2011,01
637,2011.02,광주광역시,54.3,2011,02
638,2011.03,광주광역시,55.1,2011,03
639,2011.04,광주광역시,56.3,2011,04
640,2011.05,광주광역시,57.4,2011,05
641,2011.06,광주광역시,58.1,2011,06
642,2011.07,광주광역시,57.3,2011,07
643,2011.08,광주광역시,57.1,2011,08
644,2011.09,광주광역시,57.6,2011,09
645,2011.10,광주광역시,57.5,2011,10
646,2011.11,광주광역시,57.2,2011,11
647,2011.12,광주광역시,56.5,2011,12
648,2012.01,광주광역시,55.5,2012,01
649,2012.02,광주광역시,55.8,2012,02
650,2012.03,광주광역시,55.7,2012,03
651,2012.04,광주광역시,56.7,2012,04
652,2012.05,광주광역시,56.8,2012,05
653,2012.06,광주광역시,56.6,2012,06
654,2012.07,광주광역시,56.6,2012,07
655,2012.08,광주광역시,56.5,2012,08
656,2012.09,광주광역시,56.8,2012,09
657,2012.10,광주광역시,56.6,2012,10
658,2012.11,광주광역시,56.6,2012,11
659,2012.12,광주광역시,56.4,2012,12
660,2013.01,광주광역시,56.5,2013,01
661,2013.02,광주광역시,55.6,2013,02
662,2013.03,광주광역시,55.6,2013,03
663,2013.04,광주광역시,57.0,2013,04
664,2013.05,광주광역시,57.5,2013,05
665,2013.06,광주광역시,57.2,2013,06
666,2013.07,광주광역시,57.5,2013,07
667,2013.08,광주광역시,57.1,2013,08
668,2013.09,광주광역시,57.5,2013,09
669,2013.10,광주광역시,58.0,2013,10
670,2013.11,광주광역시,58.3,2013,11
671,2013.12,광주광역시,58.4,2013,12
672,2014.01,광주광역시,58.0,2014,01
673,2014.02,광주광역시,57.6,2014,02
674,2014.03,광주광역시,58.3,2014,03
675,2014.04,광주광역시,59.2,2014,04
676,2014.05,광주광역시,59.9,2014,05
677,2014.06,광주광역시,59.6,2014,06
678,2014.07,광주광역시,59.7,2014,07
679,2014.08,광주광역시,59.6,2014,08
680,2014.09,광주광역시,59.1,2014,09
681,2014.10,광주광역시,58.6,2014,10
682,2014.11,광주광역시,58.5,2014,11
683,2014.12,광주광역시,57.8,2014,12
684,2015.01,광주광역시,57.6,2015,01
685,2015.02,광주광역시,57.5,2015,02
686,2015.03,광주광역시,57.8,2015,03
687,2015.04,광주광역시,57.9,2015,04
688,2015.05,광주광역시,58.5,2015,05
689,2015.06,광주광역시,58.7,2015,06
690,2015.07,광주광역시,59.4,2015,07
691,2015.08,광주광역시,59.4,2015,08
692,2015.09,광주광역시,59.4,2015,09
693,2015.10,광주광역시,58.6,2015,10
694,2015.11,광주광역시,58.5,2015,11
695,2015.12,광주광역시,58.7,2015,12
696,2016.01,광주광역시,57.5,2016,01
697,2016.02,광주광역시,57.5,2016,02
698,2016.03,광주광역시,57.2,2016,03
699,2016.04,광주광역시,57.8,2016,04
700,2016.05,광주광역시,58.7,2016,05
701,2016.06,광주광역시,58.8,2016,06
702,2016.07,광주광역시,58.7,2016,07
703,2016.08,광주광역시,58.3,2016,08
704,2016.09,광주광역시,57.9,2016,09
705,2016.10,광주광역시,58.2,2016,10
706,2016.11,광주광역시,57.9,2016,11
707,2016.12,광주광역시,58.1,2016,12
708,2017.01,광주광역시,58.2,2017,01
709,2017.02,광주광역시,58.0,2017,02
710,2017.03,광주광역시,58.6,2017,03
711,2017.04,광주광역시,58.8,2017,04
712,2017.05,광주광역시,59.2,2017,05
713,2017.06,광주광역시,59.7,2017,06
714,2017.07,광주광역시,59.8,2017,07
715,2017.08,광주광역시,59.4,2017,08
716,2017.09,광주광역시,58.7,2017,09
717,2017.10,광주광역시,59.3,2017,10
718,2017.11,광주광역시,59.2,2017,11
719,2017.12,광주광역시,59.6,2017,12
720,2018.01,광주광역시,58.5,2018,01
721,2018.02,광주광역시,58.9,2018,02
722,2018.03,광주광역시,59.2,2018,03
723,2018.04,광주광역시,59.9,2018,04
724,2018.05,광주광역시,59.7,2018,05
725,2018.06,광주광역시,59.2,2018,06
726,2018.07,광주광역시,59.3,2018,07
727,2018.08,광주광역시,59.3,2018,08
728,2018.09,광주광역시,60.0,2018,09
729,2018.10,광주광역시,59.7,2018,10
730,2018.11,광주광역시,59.9,2018,11
731,2018.12,광주광역시,59.2,2018,12
732,2019.01,광주광역시,58.1,2019,01
733,2019.02,광주광역시,58.2,2019,02
734,2019.03,광주광역시,59.2,2019,03
735,2019.04,광주광역시,58.9,2019,04
736,2019.05,광주광역시,59.2,2019,05
737,2019.06,광주광역시,59.6,2019,06
738,2019.07,광주광역시,59.1,2019,07
739,2019.08,광주광역시,59.5,2019,08
740,2019.09,광주광역시,59.5,2019,09
741,2019.10,광주광역시,60.2,2019,10
742,2019.11,광주광역시,60.2,2019,11
743,2019.12,광주광역시,59.5,2019,12
744,2020.01,광주광역시,59.1,2020,01
745,2020.02,광주광역시,59.1,2020,02
746,2020.03,광주광역시,58.2,2020,03
747,2020.04,광주광역시,57.9,2020,04
748,2020.05,광주광역시,58.7,2020,05
749,2020.06,광주광역시,59.2,2020,06
750,2020.07,광주광역시,58.7,2020,07
751,2020.08,광주광역시,58.6,2020,08
752,2020.09,광주광역시,58.8,2020,09
753,2020.10,광주광역시,58.7,2020,10
754,2020.11,광주광역시,58.2,2020,11
755,2020.12,광주광역시,58.8,2020,12
756,2021.01,광주광역시,56.6,2021,01
757,2021.02,광주광역시,57.7,2021,02
758,2021.03,광주광역시,58.1,2021,03
759,2021.04,광주광역시,58.6,2021,04
760,2021.05,광주광역시,58.9,2021,05
761,2021.06,광주광역시,58.6,2021,06
762,2021.07,광주광역시,58.9,2021,07
763,2021.08,광주광역시,58.7,2021,08
764,2021.09,광주광역시,58.5,2021,09
765,2021.10,광주광역시,58.6,2021,10
766,2021.11,광주광역시,58.0,2021,11
767,2021.12,광주광역시,56.9,2021,12
768,2022.01,광주광역시,57.0,2022,01
769,2022.02,광주광역시,57.8,2022,02
770,2022.03,광주광역시,58.6,2022,03
771,2022.04,광주광역시,58.2,2022,04
772,2022.05,광주광역시,58.8,2022,05
773,2022.06,광주광역시,58.7,2022,06
774,2022.07,광주광역시,59.0,2022,07
775,2022.08,광주광역시,59.0,2022,08
776,2022.09,광주광역시,59.0,2022,09
777,2022.10,광주광역시,59.6,2022,10
778,2022.11,광주광역시,59.7,2022,11
779,2022.12,광주광역시,58.2,2022,12
780,2010.01,대전광역시,55.1,2010,01
781,2010.02,대전광역시,54.8,2010,02
782,2010.03,대전광역시,55.4,2010,03
783,2010.04,대전광역시,56.2,2010,04
784,2010.05,대전광역시,57.2,2010,05
785,2010.06,대전광역시,57.0,2010,06
786,2010.07,대전광역시,57.2,2010,07
787,2010.08,대전광역시,57.0,2010,08
788,2010.09,대전광역시,56.7,2010,09
789,2010.10,대전광역시,57.2,2010,10
790,2010.11,대전광역시,57.3,2010,11
791,2010.12,대전광역시,56.2,2010,12
792,2011.01,대전광역시,55.4,2011,01
793,2011.02,대전광역시,55.1,2011,02
794,2011.03,대전광역시,56.7,2011,03
795,2011.04,대전광역시,57.2,2011,04
796,2011.05,대전광역시,58.4,2011,05
797,2011.06,대전광역시,58.2,2011,06
798,2011.07,대전광역시,58.2,2011,07
799,2011.08,대전광역시,57.1,2011,08
800,2011.09,대전광역시,56.7,2011,09
801,2011.10,대전광역시,57.0,2011,10
802,2011.11,대전광역시,56.4,2011,11
803,2011.12,대전광역시,55.9,2011,12
804,2012.01,대전광역시,55.8,2012,01
805,2012.02,대전광역시,55.8,2012,02
806,2012.03,대전광역시,56.6,2012,03
807,2012.04,대전광역시,56.7,2012,04
808,2012.05,대전광역시,57.7,2012,05
809,2012.06,대전광역시,58.0,2012,06
810,2012.07,대전광역시,58.0,2012,07
811,2012.08,대전광역시,57.5,2012,08
812,2012.09,대전광역시,57.9,2012,09
813,2012.10,대전광역시,58.3,2012,10
814,2012.11,대전광역시,57.7,2012,11
815,2012.12,대전광역시,57.1,2012,12
816,2013.01,대전광역시,56.1,2013,01
817,2013.02,대전광역시,55.4,2013,02
818,2013.03,대전광역시,56.6,2013,03
819,2013.04,대전광역시,57.3,2013,04
820,2013.05,대전광역시,58.5,2013,05
821,2013.06,대전광역시,57.9,2013,06
822,2013.07,대전광역시,57.7,2013,07
823,2013.08,대전광역시,57.5,2013,08
824,2013.09,대전광역시,57.9,2013,09
825,2013.10,대전광역시,58.4,2013,10
826,2013.11,대전광역시,58.6,2013,11
827,2013.12,대전광역시,57.9,2013,12
828,2014.01,대전광역시,57.3,2014,01
829,2014.02,대전광역시,57.0,2014,02
830,2014.03,대전광역시,58.0,2014,03
831,2014.04,대전광역시,58.7,2014,04
832,2014.05,대전광역시,59.0,2014,05
833,2014.06,대전광역시,59.6,2014,06
834,2014.07,대전광역시,60.2,2014,07
835,2014.08,대전광역시,59.8,2014,08
836,2014.09,대전광역시,60.1,2014,09
837,2014.10,대전광역시,60.4,2014,10
838,2014.11,대전광역시,60.1,2014,11
839,2014.12,대전광역시,59.4,2014,12
840,2015.01,대전광역시,58.7,2015,01
841,2015.02,대전광역시,59.1,2015,02
842,2015.03,대전광역시,59.0,2015,03
843,2015.04,대전광역시,59.4,2015,04
844,2015.05,대전광역시,60.1,2015,05
845,2015.06,대전광역시,59.8,2015,06
846,2015.07,대전광역시,60.1,2015,07
847,2015.08,대전광역시,59.3,2015,08
848,2015.09,대전광역시,60.2,2015,09
849,2015.10,대전광역시,60.3,2015,10
850,2015.11,대전광역시,60.1,2015,11
851,2015.12,대전광역시,59.5,2015,12
852,2016.01,대전광역시,58.6,2016,01
853,2016.02,대전광역시,59.2,2016,02
854,2016.03,대전광역시,59.3,2016,03
855,2016.04,대전광역시,59.8,2016,04
856,2016.05,대전광역시,60.0,2016,05
857,2016.06,대전광역시,60.1,2016,06
858,2016.07,대전광역시,60.3,2016,07
859,2016.08,대전광역시,59.7,2016,08
860,2016.09,대전광역시,59.6,2016,09
861,2016.10,대전광역시,60.1,2016,10
862,2016.11,대전광역시,60.4,2016,11
863,2016.12,대전광역시,59.6,2016,12
864,2017.01,대전광역시,58.3,2017,01
865,2017.02,대전광역시,58.3,2017,02
866,2017.03,대전광역시,59.3,2017,03
867,2017.04,대전광역시,59.1,2017,04
868,2017.05,대전광역시,59.3,2017,05
869,2017.06,대전광역시,58.9,2017,06
870,2017.07,대전광역시,59.2,2017,07
871,2017.08,대전광역시,58.5,2017,08
872,2017.09,대전광역시,58.7,2017,09
873,2017.10,대전광역시,58.9,2017,10
874,2017.11,대전광역시,59.5,2017,11
875,2017.12,대전광역시,59.0,2017,12
876,2018.01,대전광역시,58.1,2018,01
877,2018.02,대전광역시,58.6,2018,02
878,2018.03,대전광역시,59.3,2018,03
879,2018.04,대전광역시,58.8,2018,04
880,2018.05,대전광역시,59.0,2018,05
881,2018.06,대전광역시,58.5,2018,06
882,2018.07,대전광역시,58.8,2018,07
883,2018.08,대전광역시,58.0,2018,08
884,2018.09,대전광역시,59.0,2018,09
885,2018.10,대전광역시,59.0,2018,10
886,2018.11,대전광역시,58.9,2018,11
887,2018.12,대전광역시,58.3,2018,12
888,2019.01,대전광역시,57.8,2019,01
889,2019.02,대전광역시,58.6,2019,02
890,2019.03,대전광역시,58.8,2019,03
891,2019.04,대전광역시,58.4,2019,04
892,2019.05,대전광역시,59.3,2019,05
893,2019.06,대전광역시,59.7,2019,06
894,2019.07,대전광역시,60.5,2019,07
895,2019.08,대전광역시,61.0,2019,08
896,2019.09,대전광역시,61.0,2019,09
897,2019.10,대전광역시,61.0,2019,10
898,2019.11,대전광역시,61.2,2019,11
899,2019.12,대전광역시,60.2,2019,12
900,2020.01,대전광역시,60.2,2020,01
901,2020.02,대전광역시,60.8,2020,02
902,2020.03,대전광역시,59.5,2020,03
903,2020.04,대전광역시,59.7,2020,04
904,2020.05,대전광역시,60.1,2020,05
905,2020.06,대전광역시,60.5,2020,06
906,2020.07,대전광역시,60.6,2020,07
907,2020.08,대전광역시,61.2,2020,08
908,2020.09,대전광역시,61.1,2020,09
909,2020.10,대전광역시,61.5,2020,10
910,2020.11,대전광역시,62.0,2020,11
911,2020.12,대전광역시,60.6,2020,12
912,2021.01,대전광역시,58.5,2021,01
913,2021.02,대전광역시,58.9,2021,02
914,2021.03,대전광역시,59.4,2021,03
915,2021.04,대전광역시,60.2,2021,04
916,2021.05,대전광역시,61.1,2021,05
917,2021.06,대전광역시,62.0,2021,06
918,2021.07,대전광역시,61.6,2021,07
919,2021.08,대전광역시,62.1,2021,08
920,2021.09,대전광역시,61.8,2021,09
921,2021.10,대전광역시,61.7,2021,10
922,2021.11,대전광역시,62.3,2021,11
923,2021.12,대전광역시,61.2,2021,12
924,2022.01,대전광역시,60.5,2022,01
925,2022.02,대전광역시,61.0,2022,02
926,2022.03,대전광역시,60.9,2022,03
927,2022.04,대전광역시,61.1,2022,04
928,2022.05,대전광역시,61.6,2022,05
929,2022.06,대전광역시,61.1,2022,06
930,2022.07,대전광역시,61.6,2022,07
931,2022.08,대전광역시,62.2,2022,08
932,2022.09,대전광역시,61.9,2022,09
933,2022.10,대전광역시,62.6,2022,10
934,2022.11,대전광역시,62.4,2022,11
935,2022.12,대전광역시,62.3,2022,12
936,2010.01,울산광역시,57.7,2010,01
937,2010.02,울산광역시,57.3,2010,02
938,2010.03,울산광역시,58.1,2010,03
939,2010.04,울산광역시,59.0,2010,04
940,2010.05,울산광역시,59.5,2010,05
941,2010.06,울산광역시,59.3,2010,06
942,2010.07,울산광역시,59.9,2010,07
943,2010.08,울산광역시,59.5,2010,08
944,2010.09,울산광역시,59.3,2010,09
945,2010.10,울산광역시,59.8,2010,10
946,2010.11,울산광역시,59.8,2010,11
947,2010.12,울산광역시,59.9,2010,12
948,2011.01,울산광역시,59.1,2011,01
949,2011.02,울산광역시,59.4,2011,02
950,2011.03,울산광역시,58.6,2011,03
951,2011.04,울산광역시,59.9,2011,04
952,2011.05,울산광역시,60.1,2011,05
953,2011.06,울산광역시,60.4,2011,06
954,2011.07,울산광역시,60.8,2011,07
955,2011.08,울산광역시,59.7,2011,08
956,2011.09,울산광역시,59.6,2011,09
957,2011.10,울산광역시,60.1,2011,10
958,2011.11,울산광역시,60.1,2011,11
959,2011.12,울산광역시,59.7,2011,12
960,2012.01,울산광역시,59.1,2012,01
961,2012.02,울산광역시,59.5,2012,02
962,2012.03,울산광역시,59.5,2012,03
963,2012.04,울산광역시,60.3,2012,04
964,2012.05,울산광역시,60.7,2012,05
965,2012.06,울산광역시,59.9,2012,06
966,2012.07,울산광역시,60.6,2012,07
967,2012.08,울산광역시,59.4,2012,08
968,2012.09,울산광역시,60.0,2012,09
969,2012.10,울산광역시,60.1,2012,10
970,2012.11,울산광역시,59.6,2012,11
971,2012.12,울산광역시,58.4,2012,12
972,2013.01,울산광역시,58.0,2013,01
973,2013.02,울산광역시,58.3,2013,02
974,2013.03,울산광역시,58.7,2013,03
975,2013.04,울산광역시,60.0,2013,04
976,2013.05,울산광역시,60.2,2013,05
977,2013.06,울산광역시,60.1,2013,06
978,2013.07,울산광역시,59.7,2013,07
979,2013.08,울산광역시,59.1,2013,08
980,2013.09,울산광역시,58.9,2013,09
981,2013.10,울산광역시,58.9,2013,10
982,2013.11,울산광역시,58.4,2013,11
983,2013.12,울산광역시,58.2,2013,12
984,2014.01,울산광역시,58.6,2014,01
985,2014.02,울산광역시,58.9,2014,02
986,2014.03,울산광역시,58.4,2014,03
987,2014.04,울산광역시,59.3,2014,04
988,2014.05,울산광역시,58.3,2014,05
989,2014.06,울산광역시,58.3,2014,06
990,2014.07,울산광역시,58.5,2014,07
991,2014.08,울산광역시,57.9,2014,08
992,2014.09,울산광역시,57.6,2014,09
993,2014.10,울산광역시,57.7,2014,10
994,2014.11,울산광역시,58.1,2014,11
995,2014.12,울산광역시,57.6,2014,12
996,2015.01,울산광역시,57.4,2015,01
997,2015.02,울산광역시,57.7,2015,02
998,2015.03,울산광역시,58.0,2015,03
999,2015.04,울산광역시,58.9,2015,04
1000,2015.05,울산광역시,59.4,2015,05
1001,2015.06,울산광역시,59.6,2015,06
1002,2015.07,울산광역시,60.2,2015,07
1003,2015.08,울산광역시,59.7,2015,08
1004,2015.09,울산광역시,59.5,2015,09
1005,2015.10,울산광역시,59.5,2015,10
1006,2015.11,울산광역시,59.5,2015,11
1007,2015.12,울산광역시,59.0,2015,12
1008,2016.01,울산광역시,58.2,2016,01
1009,2016.02,울산광역시,57.6,2016,02
1010,2016.03,울산광역시,58.2,2016,03
1011,2016.04,울산광역시,58.8,2016,04
1012,2016.05,울산광역시,58.9,2016,05
1013,2016.06,울산광역시,59.0,2016,06
1014,2016.07,울산광역시,59.0,2016,07
1015,2016.08,울산광역시,59.0,2016,08
1016,2016.09,울산광역시,60.0,2016,09
1017,2016.10,울산광역시,59.9,2016,10
1018,2016.11,울산광역시,59.8,2016,11
1019,2016.12,울산광역시,59.3,2016,12
1020,2017.01,울산광역시,58.3,2017,01
1021,2017.02,울산광역시,58.9,2017,02
1022,2017.03,울산광역시,59.7,2017,03
1023,2017.04,울산광역시,59.7,2017,04
1024,2017.05,울산광역시,60.3,2017,05
1025,2017.06,울산광역시,60.4,2017,06
1026,2017.07,울산광역시,60.1,2017,07
1027,2017.08,울산광역시,59.5,2017,08
1028,2017.09,울산광역시,59.5,2017,09
1029,2017.10,울산광역시,59.9,2017,10
1030,2017.11,울산광역시,60.1,2017,11
1031,2017.12,울산광역시,60.6,2017,12
1032,2018.01,울산광역시,59.6,2018,01
1033,2018.02,울산광역시,59.5,2018,02
1034,2018.03,울산광역시,59.1,2018,03
1035,2018.04,울산광역시,58.6,2018,04
1036,2018.05,울산광역시,59.7,2018,05
1037,2018.06,울산광역시,59.4,2018,06
1038,2018.07,울산광역시,58.4,2018,07
1039,2018.08,울산광역시,59.0,2018,08
1040,2018.09,울산광역시,58.5,2018,09
1041,2018.10,울산광역시,59.3,2018,10
1042,2018.11,울산광역시,58.8,2018,11
1043,2018.12,울산광역시,58.4,2018,12
1044,2019.01,울산광역시,57.1,2019,01
1045,2019.02,울산광역시,57.8,2019,02
1046,2019.03,울산광역시,58.1,2019,03
1047,2019.04,울산광역시,58.8,2019,04
1048,2019.05,울산광역시,59.5,2019,05
1049,2019.06,울산광역시,59.7,2019,06
1050,2019.07,울산광역시,59.7,2019,07
1051,2019.08,울산광역시,59.3,2019,08
1052,2019.09,울산광역시,59.9,2019,09
1053,2019.10,울산광역시,59.7,2019,10
1054,2019.11,울산광역시,60.1,2019,11
1055,2019.12,울산광역시,59.7,2019,12
1056,2020.01,울산광역시,58.8,2020,01
1057,2020.02,울산광역시,59.0,2020,02
1058,2020.03,울산광역시,57.6,2020,03
1059,2020.04,울산광역시,57.2,2020,04
1060,2020.05,울산광역시,57.8,2020,05
1061,2020.06,울산광역시,57.7,2020,06
1062,2020.07,울산광역시,58.3,2020,07
1063,2020.08,울산광역시,58.2,2020,08
1064,2020.09,울산광역시,58.6,2020,09
