,년월,연도,월,시도,사용량
1492,2013.8,2013,08,전라북도,1712559
1493,2013.8,2013,08,제주특별자치도,393840
1494,2013.8,2013,08,충청남도,3766974
1495,2013.8,2013,08,충청북도,1809584
1496,2014.8,2014,08,강원도,1214877
1497,2014.8,2014,08,경기도,8604680
1498,2014.8,2014,08,경상남도,2644061
1499,2014.8,2014,08,경상북도,3686008
1500,2014.8,2014,08,광주광역시,717104
1501,2014.8,2014,08,대구광역시,1273769
1502,2014.8,2014,08,대전광역시,798517
1503,2014.8,2014,08,부산광역시,1739645
1504,2014.8,2014,08,서울특별시,4260833
1505,2014.8,2014,08,세종특별자치시,196299
1506,2014.8,2014,08,울산광역시,2553748
1507,2014.8,2014,08,인천광역시,1911112
1508,2014.8,2014,08,전라남도,2592766
1509,2014.8,2014,08,전라북도,1767724
1510,2014.8,2014,08,제주특별자치도,364066
1511,2014.8,2014,08,충청남도,3891818
1512,2014.8,2014,08,충청북도,1815753
1513,2015.8,2015,08,강원도,1286166
1514,2015.8,2015,08,경기도,9262319
1515,2015.8,2015,08,경상남도,2763484
1516,2015.8,2015,08,경상북도,3680745
1517,2015.8,2015,08,광주광역시,754560
1518,2015.8,2015,08,대구광역시,1334385
1519,2015.8,2015,08,대전광역시,851386
1520,2015.8,2015,08,부산광역시,1802549
1521,2015.8,2015,08,서울특별시,4471860
1522,2015.8,2015,08,세종특별자치시,218478
1523,2015.8,2015,08,울산광역시,2609390
1524,2015.8,2015,08,인천광역시,2060394
1525,2015.8,2015,08,전라남도,2747295
1526,2015.8,2015,08,전라북도,1805578
1527,2015.8,2015,08,제주특별자치도,398539
1528,2015.8,2015,08,충청남도,3976573
1529,2015.8,2015,08,충청북도,1905285
1530,2016.8,2016,08,강원도,1331494
1531,2016.8,2016,08,경기도,9808502
1532,2016.8,2016,08,경상남도,2912513
1533,2016.8,2016,08,경상북도,3810108
1534,2016.8,2016,08,광주광역시,813713
1535,2016.8,2016,08,대구광역시,1423080
1536,2016.8,2016,08,대전광역시,907682
1537,2016.8,2016,08,부산광역시,1901685
1538,2016.8,2016,08,서울특별시,4852558
1539,2016.8,2016,08,세종특별자치시,243882
1540,2016.8,2016,08,울산광역시,2746691
1541,2016.8,2016,08,인천광역시,2159497
1542,2016.8,2016,08,전라남도,2856132
1543,2016.8,2016,08,전라북도,1951491
1544,2016.8,2016,08,제주특별자치도,454259
1545,2016.8,2016,08,충청남도,4182948
1546,2016.8,2016,08,충청북도,2055605
1547,2017.8,2017,08,강원도,1309951
1548,2017.8,2017,08,경기도,10298534
1549,2017.8,2017,08,경상남도,2960983
1550,2017.8,2017,08,경상북도,3872112
1551,2017.8,2017,08,광주광역시,833272
1552,2017.8,2017,08,대구광역시,1413997
1553,2017.8,2017,08,대전광역시,895488
1554,2017.8,2017,08,부산광역시,1979171
1555,2017.8,2017,08,서울특별시,4733095
1556,2017.8,2017,08,세종특별자치시,255802
1557,2017.8,2017,08,울산광역시,2782576
1558,2017.8,2017,08,인천광역시,2225964
1559,2017.8,2017,08,전라남도,2925331
1560,2017.8,2017,08,전라북도,1963678
1561,2017.8,2017,08,제주특별자치도,490005
1562,2017.8,2017,08,충청남도,4316874
1563,2017.8,2017,08,충청북도,2096900
1564,2018.8,2018,08,강원도,1421772
1565,2018.8,2018,08,경기도,11686973
1566,2018.8,2018,08,경상남도,3145720
1567,2018.8,2018,08,경상북도,3996474
1568,2018.8,2018,08,광주광역시,893915
1569,2018.8,2018,08,대구광역시,1565102
1570,2018.8,2018,08,대전광역시,979932
1571,2018.8,2018,08,부산광역시,2095583
1572,2018.8,2018,08,서울특별시,5394746
1573,2018.8,2018,08,세종특별자치시,285846
1574,2018.8,2018,08,울산광역시,3081875
1575,2018.8,2018,08,인천광역시,2408422
1576,2018.8,2018,08,전라남도,3082888
1577,2018.8,2018,08,전라북도,1995297
1578,2018.8,2018,08,제주특별자치도,520069
1579,2018.8,2018,08,충청남도,4626019
1580,2018.8,2018,08,충청북도,2351465
1581,2019.8,2019,08,강원도,1359412
1582,2019.8,2019,08,경기도,11713268
1583,2019.8,2019,08,경상남도,2968281
1584,2019.8,2019,08,경상북도,3852790
1585,2019.8,2019,08,광주광역시,821995
1586,2019.8,2019,08,대구광역시,1433600
1587,2019.8,2019,08,대전광역시,898970
1588,2019.8,2019,08,부산광역시,1966047
1589,2019.8,2019,08,서울특별시,4897882
1590,2019.8,2019,08,세종특별자치시,289289
1591,2019.8,2019,08,울산광역시,3054786
1592,2019.8,2019,08,인천광역시,2226318
1593,2019.8,2019,08,전라남도,2785148
1594,2019.8,2019,08,전라북도,1851288
1595,2019.8,2019,08,제주특별자치도,507465
1596,2019.8,2019,08,충청남도,4611353
1597,2019.8,2019,08,충청북도,2320540
1598,2020.8,2020,08,강원도,1263509
1599,2020.8,2020,08,경기도,10976452
1600,2020.8,2020,08,경상남도,2840866
1601,2020.8,2020,08,경상북도,3470234
1602,2020.8,2020,08,광주광역시,785930
1603,2020.8,2020,08,대구광역시,1318926
1604,2020.8,2020,08,대전광역시,851834
1605,2020.8,2020,08,부산광역시,1883786
1606,2020.8,2020,08,서울특별시,4438534
1607,2020.8,2020,08,세종특별자치시,294023
1608,2020.8,2020,08,울산광역시,2871555
1609,2020.8,2020,08,인천광역시,2075731
1610,2020.8,2020,08,전라남도,2689690
1611,2020.8,2020,08,전라북도,1658484
1612,2020.8,2020,08,제주특별자치도,511679
1613,2020.8,2020,08,충청남도,4411688
1614,2020.8,2020,08,충청북도,2256294
1615,2021.8,2021,08,강원도,1449135
1616,2021.8,2021,08,경기도,12196364
1617,2021.8,2021,08,경상남도,3128818
1618,2021.8,2021,08,경상북도,3766708
1619,2021.8,2021,08,광주광역시,876521
1620,2021.8,2021,08,대구광역시,1461379
1621,2021.8,2021,08,대전광역시,965782
1622,2021.8,2021,08,부산광역시,2037219
1623,2021.8,2021,08,서울특별시,5103868
1624,2021.8,2021,08,세종특별자치시,339002
1625,2021.8,2021,08,울산광역시,2911724
1626,2021.8,2021,08,인천광역시,2387486
1627,2021.8,2021,08,전라남도,3073050
1628,2021.8,2021,08,전라북도,1923328
1629,2021.8,2021,08,제주특별자치도,544310
1630,2021.8,2021,08,충청남도,4257399
1631,2021.8,2021,08,충청북도,2507863
1632,2010.9,2010,09,강원도,1058865
1633,2010.9,2010,09,경기도,7659696
1634,2010.9,2010,09,경상남도,2594082
1635,2010.9,2010,09,경상북도,3394857
1636,2010.9,2010,09,광주광역시,692544
1637,2010.9,2010,09,대구광역시,1267503
1638,2010.9,2010,09,대전광역시,770732
1639,2010.9,2010,09,부산광역시,1806226
1640,2010.9,2010,09,서울특별시,4296100
1641,2010.9,2010,09,세종특별자치시,0
1642,2010.9,2010,09,울산광역시,2260645
1643,2010.9,2010,09,인천광역시,1807585
1644,2010.9,2010,09,전라남도,2098805
1645,2010.9,2010,09,전라북도,1553451
1646,2010.9,2010,09,제주특별자치도,317709
1647,2010.9,2010,09,충청남도,3139467
1648,2010.9,2010,09,충청북도,1524966
1649,2011.9,2011,09,강원도,1180929
1650,2011.9,2011,09,경기도,7742435
1651,2011.9,2011,09,경상남도,2591648
1652,2011.9,2011,09,경상북도,3495235
1653,2011.9,2011,09,광주광역시,673056
1654,2011.9,2011,09,대구광역시,1211616
1655,2011.9,2011,09,대전광역시,749635
1656,2011.9,2011,09,부산광역시,1698380
1657,2011.9,2011,09,서울특별시,4149017
1658,2011.9,2011,09,세종특별자치시,0
1659,2011.9,2011,09,울산광역시,2370648
1660,2011.9,2011,09,인천광역시,1752984
1661,2011.9,2011,09,전라남도,2214157
1662,2011.9,2011,09,전라북도,1696404
1663,2011.9,2011,09,제주특별자치도,310488
1664,2011.9,2011,09,충청남도,3429691
1665,2011.9,2011,09,충청북도,1593140
1666,2012.9,2012,09,강원도,1137513
1667,2012.9,2012,09,경기도,7963834
1668,2012.9,2012,09,경상남도,2615171
1669,2012.9,2012,09,경상북도,3791593
1670,2012.9,2012,09,광주광역시,671096
1671,2012.9,2012,09,대구광역시,1227950
1672,2012.9,2012,09,대전광역시,748795
1673,2012.9,2012,09,부산광역시,1731297
1674,2012.9,2012,09,서울특별시,4034771
1675,2012.9,2012,09,세종특별자치시,0
1676,2012.9,2012,09,울산광역시,2458083
1677,2012.9,2012,09,인천광역시,1806302
1678,2012.9,2012,09,전라남도,2363465
1679,2012.9,2012,09,전라북도,1724665
1680,2012.9,2012,09,제주특별자치도,314567
1681,2012.9,2012,09,충청남도,3577592
1682,2012.9,2012,09,충청북도,1701672
1683,2013.9,2013,09,강원도,1163211
1684,2013.9,2013,09,경기도,8104391
1685,2013.9,2013,09,경상남도,2658966
1686,2013.9,2013,09,경상북도,3685660
1687,2013.9,2013,09,광주광역시,702556
1688,2013.9,2013,09,대구광역시,1255073
1689,2013.9,2013,09,대전광역시,757394
1690,2013.9,2013,09,부산광역시,1720611
1691,2013.9,2013,09,서울특별시,4064276
1692,2013.9,2013,09,세종특별자치시,187499
1693,2013.9,2013,09,울산광역시,2594620
1694,2013.9,2013,09,인천광역시,1816536
1695,2013.9,2013,09,전라남도,2641451
1696,2013.9,2013,09,전라북도,1702646
1697,2013.9,2013,09,제주특별자치도,351450
1698,2013.9,2013,09,충청남도,3671812
1699,2013.9,2013,09,충청북도,1702850
1700,2014.9,2014,09,강원도,1179709
1701,2014.9,2014,09,경기도,8075793
1702,2014.9,2014,09,경상남도,2569954
1703,2014.9,2014,09,경상북도,3647642
1704,2014.9,2014,09,광주광역시,668280
1705,2014.9,2014,09,대구광역시,1182542
1706,2014.9,2014,09,대전광역시,734372
1707,2014.9,2014,09,부산광역시,1644324
1708,2014.9,2014,09,서울특별시,3844677
1709,2014.9,2014,09,세종특별자치시,190143
1710,2014.9,2014,09,울산광역시,2453371
1711,2014.9,2014,09,인천광역시,1812648
1712,2014.9,2014,09,전라남도,2614315
1713,2014.9,2014,09,전라북도,1736555
1714,2014.9,2014,09,제주특별자치도,341393
1715,2014.9,2014,09,충청남도,3745396
1716,2014.9,2014,09,충청북도,1720379
1717,2015.9,2015,09,강원도,1245384
1718,2015.9,2015,09,경기도,8605837
1719,2015.9,2015,09,경상남도,2652444
1720,2015.9,2015,09,경상북도,3614368
1721,2015.9,2015,09,광주광역시,696736
1722,2015.9,2015,09,대구광역시,1226328
1723,2015.9,2015,09,대전광역시,769249
1724,2015.9,2015,09,부산광역시,1688758
1725,2015.9,2015,09,서울특별시,4006650
1726,2015.9,2015,09,세종특별자치시,216121
1727,2015.9,2015,09,울산광역시,2531954
1728,2015.9,2015,09,인천광역시,1882874
1729,2015.9,2015,09,전라남도,2762333
1730,2015.9,2015,09,전라북도,1804126
1731,2015.9,2015,09,제주특별자치도,360964
1732,2015.9,2015,09,충청남도,3805968
1733,2015.9,2015,09,충청북도,1833996
1734,2016.9,2016,09,강원도,1270819
1735,2016.9,2016,09,경기도,9050972
1736,2016.9,2016,09,경상남도,2745413
1737,2016.9,2016,09,경상북도,3575381
1738,2016.9,2016,09,광주광역시,742389
1739,2016.9,2016,09,대구광역시,1271426
1740,2016.9,2016,09,대전광역시,792137
1741,2016.9,2016,09,부산광역시,1741483
1742,2016.9,2016,09,서울특별시,4206131
1743,2016.9,2016,09,세종특별자치시,227429
1744,2016.9,2016,09,울산광역시,2720426
1745,2016.9,2016,09,인천광역시,1946465
1746,2016.9,2016,09,전라남도,2805440
1747,2016.9,2016,09,전라북도,1848355
1748,2016.9,2016,09,제주특별자치도,405821
1749,2016.9,2016,09,충청남도,3924897
1750,2016.9,2016,09,충청북도,1928928
1751,2017.9,2017,09,강원도,1242820
1752,2017.9,2017,09,경기도,9494123
1753,2017.9,2017,09,경상남도,2879660
1754,2017.9,2017,09,경상북도,3757191
1755,2017.9,2017,09,광주광역시,758365
1756,2017.9,2017,09,대구광역시,1306140
1757,2017.9,2017,09,대전광역시,787503
1758,2017.9,2017,09,부산광역시,1848565
1759,2017.9,2017,09,서울특별시,3998064
1760,2017.9,2017,09,세종특별자치시,245761
1761,2017.9,2017,09,울산광역시,2706478
1762,2017.9,2017,09,인천광역시,2043139
1763,2017.9,2017,09,전라남도,2827403
1764,2017.9,2017,09,전라북도,1875214
1765,2017.9,2017,09,제주특별자치도,430854
1766,2017.9,2017,09,충청남도,4109028
1767,2017.9,2017,09,충청북도,2025762
1768,2018.9,2018,09,강원도,1265459
1769,2018.9,2018,09,경기도,10161728
1770,2018.9,2018,09,경상남도,2806144
1771,2018.9,2018,09,경상북도,3746095
1772,2018.9,2018,09,광주광역시,765904
1773,2018.9,2018,09,대구광역시,1309344
1774,2018.9,2018,09,대전광역시,816848
1775,2018.9,2018,09,부산광역시,1841933
1776,2018.9,2018,09,서울특별시,4262672
1777,2018.9,2018,09,세종특별자치시,258021
1778,2018.9,2018,09,울산광역시,2922434
1779,2018.9,2018,09,인천광역시,2019014
1780,2018.9,2018,09,전라남도,2901849
1781,2018.9,2018,09,전라북도,1884073
1782,2018.9,2018,09,제주특별자치도,457711
1783,2018.9,2018,09,충청남도,4195755
1784,2018.9,2018,09,충청북도,2114050
1785,2019.9,2019,09,강원도,1261886
1786,2019.9,2019,09,경기도,10267027
1787,2019.9,2019,09,경상남도,2814273
1788,2019.9,2019,09,경상북도,3509529
1789,2019.9,2019,09,광주광역시,756642
1790,2019.9,2019,09,대구광역시,1314078
1791,2019.9,2019,09,대전광역시,826527
1792,2019.9,2019,09,부산광역시,1847006
1793,2019.9,2019,09,서울특별시,4305561
1794,2019.9,2019,09,세종특별자치시,276593
1795,2019.9,2019,09,울산광역시,2951355
1796,2019.9,2019,09,인천광역시,2030427
1797,2019.9,2019,09,전라남도,2745194
1798,2019.9,2019,09,전라북도,1865632
1799,2019.9,2019,09,제주특별자치도,461504
1800,2019.9,2019,09,충청남도,4253081
1801,2019.9,2019,09,충청북도,2162975
1802,2020.9,2020,09,강원도,1313721
1803,2020.9,2020,09,경기도,10912340
1804,2020.9,2020,09,경상남도,2971651
1805,2020.9,2020,09,경상북도,3581368
1806,2020.9,2020,09,광주광역시,810366
1807,2020.9,2020,09,대구광역시,1398370
1808,2020.9,2020,09,대전광역시,873979
1809,2020.9,2020,09,부산광역시,1944267
1810,2020.9,2020,09,서울특별시,4284346
1811,2020.9,2020,09,세종특별자치시,310726
1812,2020.9,2020,09,울산광역시,2851863
1813,2020.9,2020,09,인천광역시,2112103
1814,2020.9,2020,09,전라남도,2789449
1815,2020.9,2020,09,전라북도,1803285
1816,2020.9,2020,09,제주특별자치도,481909
1817,2020.9,2020,09,충청남도,4363187
1818,2020.9,2020,09,충청북도,2307863
1819,2021.9,2021,09,강원도,1312553
1820,2021.9,2021,09,경기도,11371799
1821,2021.9,2021,09,경상남도,2906446
1822,2021.9,2021,09,경상북도,3678036
1823,2021.9,2021,09,광주광역시,781758
1824,2021.9,2021,09,대구광역시,1301387
1825,2021.9,2021,09,대전광역시,830846
1826,2021.9,2021,09,부산광역시,1842289
1827,2021.9,2021,09,서울특별시,4145083
1828,2021.9,2021,09,세종특별자치시,309351
1829,2021.9,2021,09,울산광역시,2861562
1830,2021.9,2021,09,인천광역시,2065171
1831,2021.9,2021,09,전라남도,2836764
1832,2021.9,2021,09,전라북도,1791056
1833,2021.9,2021,09,제주특별자치도,495549
1834,2021.9,2021,09,충청남도,3978322
1835,2021.9,2021,09,충청북도,2310912
1836,2010.10,2010,10,강원도,1116695
1837,2010.10,2010,10,경기도,6868326
1838,2010.10,2010,10,경상남도,2428098
1839,2010.10,2010,10,경상북도,3370268
1840,2010.10,2010,10,광주광역시,605233
1841,2010.10,2010,10,대구광역시,1080432
1842,2010.10,2010,10,대전광역시,668362
1843,2010.10,2010,10,부산광역시,1571374
1844,2010.10,2010,10,서울특별시,3441549
1845,2010.10,2010,10,세종특별자치시,0
1846,2010.10,2010,10,울산광역시,2168811
1847,2010.10,2010,10,인천광역시,1690609
1848,2010.10,2010,10,전라남도,2098914
1849,2010.10,2010,10,전라북도,1493322
1850,2010.10,2010,10,제주특별자치도,270423
1851,2010.10,2010,10,충청남도,3167916
1852,2010.10,2010,10,충청북도,1503473
1853,2011.10,2011,10,강원도,1242326
1854,2011.10,2011,10,경기도,7370838
1855,2011.10,2011,10,경상남도,2548905
1856,2011.10,2011,10,경상북도,3613546
1857,2011.10,2011,10,광주광역시,618928
1858,2011.10,2011,10,대구광역시,1125749
1859,2011.10,2011,10,대전광역시,673068
1860,2011.10,2011,10,부산광역시,1596236
1861,2011.10,2011,10,서울특별시,3458466
1862,2011.10,2011,10,세종특별자치시,0
1863,2011.10,2011,10,울산광역시,2361751
1864,2011.10,2011,10,인천광역시,1769220
1865,2011.10,2011,10,전라남도,2259138
1866,2011.10,2011,10,전라북도,1688228
1867,2011.10,2011,10,제주특별자치도,281649
1868,2011.10,2011,10,충청남도,3376382
1869,2011.10,2011,10,충청북도,1618890
1870,2012.10,2012,10,강원도,1160784
1871,2012.10,2012,10,경기도,7394755
1872,2012.10,2012,10,경상남도,2387768
1873,2012.10,2012,10,경상북도,3266846
1874,2012.10,2012,10,광주광역시,599532
1875,2012.10,2012,10,대구광역시,1084282
1876,2012.10,2012,10,대전광역시,664620
1877,2012.10,2012,10,부산광역시,1531025
1878,2012.10,2012,10,서울특별시,3387032
1879,2012.10,2012,10,세종특별자치시,170446
1880,2012.10,2012,10,울산광역시,2440296
1881,2012.10,2012,10,인천광역시,1701322
1882,2012.10,2012,10,전라남도,2324550
1883,2012.10,2012,10,전라북도,1575263
1884,2012.10,2012,10,제주특별자치도,283475
1885,2012.10,2012,10,충청남도,3332487
1886,2012.10,2012,10,충청북도,1590133
1887,2013.10,2013,10,강원도,1158325
1888,2013.10,2013,10,경기도,7628964
1889,2013.10,2013,10,경상남도,2550466
1890,2013.10,2013,10,경상북도,3669028
1891,2013.10,2013,10,광주광역시,630561
1892,2013.10,2013,10,대구광역시,1126448
1893,2013.10,2013,10,대전광역시,686707
1894,2013.10,2013,10,부산광역시,1565677
1895,2013.10,2013,10,서울특별시,3388520
1896,2013.10,2013,10,세종특별자치시,185655
1897,2013.10,2013,10,울산광역시,2547128
1898,2013.10,2013,10,인천광역시,1733855
1899,2013.10,2013,10,전라남도,2500516
1900,2013.10,2013,10,전라북도,1712623
1901,2013.10,2013,10,제주특별자치도,307499
1902,2013.10,2013,10,충청남도,3776212
1903,2013.10,2013,10,충청북도,1778198
1904,2014.10,2014,10,강원도,1226324
1905,2014.10,2014,10,경기도,7860233
1906,2014.10,2014,10,경상남도,2580948
1907,2014.10,2014,10,경상북도,3733519
1908,2014.10,2014,10,광주광역시,629549
1909,2014.10,2014,10,대구광역시,1147482
1910,2014.10,2014,10,대전광역시,699688
1911,2014.10,2014,10,부산광역시,1576153
1912,2014.10,2014,10,서울특별시,3396751
1913,2014.10,2014,10,세종특별자치시,197354
1914,2014.10,2014,10,울산광역시,2519310
1915,2014.10,2014,10,인천광역시,1823647
1916,2014.10,2014,10,전라남도,2774211
1917,2014.10,2014,10,전라북도,1751897
1918,2014.10,2014,10,제주특별자치도,318161
1919,2014.10,2014,10,충청남도,3818065
1920,2014.10,2014,10,충청북도,1762169
1921,2015.10,2015,10,강원도,1243791
1922,2015.10,2015,10,경기도,7991732
1923,2015.10,2015,10,경상남도,2584405
1924,2015.10,2015,10,경상북도,3622497
1925,2015.10,2015,10,광주광역시,637335
1926,2015.10,2015,10,대구광역시,1119902
1927,2015.10,2015,10,대전광역시,691185
1928,2015.10,2015,10,부산광역시,1548416
1929,2015.10,2015,10,서울특별시,3375006
1930,2015.10,2015,10,세종특별자치시,210028
1931,2015.10,2015,10,울산광역시,2468033
1932,2015.10,2015,10,인천광역시,1819691
1933,2015.10,2015,10,전라남도,2490118
1934,2015.10,2015,10,전라북도,1736826
1935,2015.10,2015,10,제주특별자치도,329414
1936,2015.10,2015,10,충청남도,3779524
1937,2015.10,2015,10,충청북도,1803187
1938,2016.10,2016,10,강원도,1236128
1939,2016.10,2016,10,경기도,8323349
1940,2016.10,2016,10,경상남도,2593761
1941,2016.10,2016,10,경상북도,3478600
1942,2016.10,2016,10,광주광역시,650524
1943,2016.10,2016,10,대구광역시,1155560
1944,2016.10,2016,10,대전광역시,696965
1945,2016.10,2016,10,부산광역시,1607309
1946,2016.10,2016,10,서울특별시,3436055
1947,2016.10,2016,10,세종특별자치시,216962
1948,2016.10,2016,10,울산광역시,2677199
1949,2016.10,2016,10,인천광역시,1820561
1950,2016.10,2016,10,전라남도,2782724
1951,2016.10,2016,10,전라북도,1753092
1952,2016.10,2016,10,제주특별자치도,350595
1953,2016.10,2016,10,충청남도,3903213
1954,2016.10,2016,10,충청북도,1866583
1955,2017.10,2017,10,강원도,1228640
1956,2017.10,2017,10,경기도,8547612
1957,2017.10,2017,10,경상남도,2456870
1958,2017.10,2017,10,경상북도,3581571
1959,2017.10,2017,10,광주광역시,631753
1960,2017.10,2017,10,대구광역시,1107848
1961,2017.10,2017,10,대전광역시,680663
1962,2017.10,2017,10,부산광역시,1569820
1963,2017.10,2017,10,서울특별시,3329882
1964,2017.10,2017,10,세종특별자치시,215765
1965,2017.10,2017,10,울산광역시,2617830
1966,2017.10,2017,10,인천광역시,1820833
1967,2017.10,2017,10,전라남도,2737099
1968,2017.10,2017,10,전라북도,1710326
1969,2017.10,2017,10,제주특별자치도,366234
1970,2017.10,2017,10,충청남도,3903713
1971,2017.10,2017,10,충청북도,1862331
1972,2018.10,2018,10,강원도,1242919
1973,2018.10,2018,10,경기도,9131921
1974,2018.10,2018,10,경상남도,2628697
